store_id,employee_id,assigned_role,date,shift_start,shift_end,duration
S002,E00124,Cashier,2026-05-03,16,22,6
S002,E00128,Cashier,2026-05-08,8,16,8
S002,E00128,Cashier,2026-05-09,8,16,8
S002,E00129,Cashier,2026-05-04,16,22,6
S002,E00129,Cashier,2026-05-05,16,22,6
S002,E00129,Cashier,2026-05-06,17,22,5
S002,E00129,Cashier,2026-05-08,8,16,8
S002,E00129,Cashier,2026-05-09,17,22,5
S002,E00130,Floor,2026-05-03,10,18,8
S002,E00132,Floor,2026-05-03,17,22,5
S002,E00132,Floor,2026-05-07,10,18,8
S002,E00133,Cashier,2026-05-04,8,16,8
S002,E00133,Cashier,2026-05-05,8,16,8
S002,E00133,Cashier,2026-05-06,16,22,6
S002,E00136,Customer Service,2026-05-03,16,22,6
S002,E00138,Cashier,2026-05-08,16,22,6
S002,E00140,Cashier,2026-05-07,16,22,6
S002,E00142,Cashier,2026-05-07,17,22,5
S002,E00143,Floor,2026-05-04,8,16,8
S002,E00143,Floor,2026-05-06,8,16,8
S002,E00144,Customer Service,2026-05-03,17,22,5
S002,E00144,Customer Service,2026-05-06,17,22,5
S002,E00144,Customer Service,2026-05-08,8,16,8
S002,E00144,Customer Service,2026-05-09,8,16,8
S002,E00145,Cashier,2026-05-03,8,16,8
S002,E00145,Cashier,2026-05-08,16,22,6
S002,E00147,Customer Service,2026-05-07,17,22,5
S002,E00148,Floor,2026-05-04,16,22,6
S002,E00148,Floor,2026-05-06,17,22,5
S002,E00148,Floor,2026-05-07,16,22,6
S002,E00151,Cashier,2026-05-03,14,22,8
S002,E00151,Cashier,2026-05-05,16,22,6
S002,E00151,Cashier,2026-05-06,16,22,6
S002,E00151,Cashier,2026-05-09,8,16,8
S002,E00152,Cashier,2026-05-07,8,16,8
S002,E00152,Cashier,2026-05-09,10,18,8
S002,E00153,Cashier,2026-05-06,8,16,8
S002,E00153,Cashier,2026-05-07,8,16,8
S002,E00153,Cashier,2026-05-08,17,22,5
S002,E00154,Floor,2026-05-05,16,22,6
S002,E00154,Floor,2026-05-08,16,22,6
S002,E00155,Floor,2026-05-09,8,16,8
S002,E00157,Customer Service,2026-05-06,16,22,6
S002,E00158,Floor,2026-05-05,8,16,8
S002,E00158,Floor,2026-05-09,17,22,5
S002,E00159,Floor,2026-05-03,16,22,6
S002,E00160,Stock,2026-05-03,16,22,6
S003,E00161,Cashier,2026-05-08,10,18,8
S003,E00163,Cashier,2026-05-07,16,22,6
S003,E00163,Cashier,2026-05-09,8,16,8
S003,E00165,Floor,2026-05-03,16,22,6
S003,E00165,Floor,2026-05-07,8,16,8
S003,E00165,Floor,2026-05-08,8,16,8
S003,E00167,Stock,2026-05-03,8,16,8
S003,E00167,Stock,2026-05-04,8,16,8
S003,E00168,Cashier,2026-05-03,10,18,8
S003,E00168,Cashier,2026-05-04,8,16,8
S003,E00168,Cashier,2026-05-08,17,22,5
S003,E00168,Cashier,2026-05-09,16,22,6
S003,E00169,Stock,2026-05-09,8,16,8
S003,E00170,Cashier,2026-05-08,17,22,5
S003,E00170,Cashier,2026-05-09,10,18,8
S003,E00171,Floor,2026-05-08,17,22,5
S003,E00172,Supervisor,2026-05-03,14,22,8
S003,E00172,Supervisor,2026-05-05,14,22,8
S003,E00172,Supervisor,2026-05-07,8,16,8
S003,E00172,Supervisor,2026-05-08,8,16,8
S003,E00172,Supervisor,2026-05-09,8,16,8
S003,E00173,Stock,2026-05-08,8,16,8
S003,E00176,Stock,2026-05-05,8,16,8
S003,E00176,Stock,2026-05-06,8,16,8
S003,E00177,Customer Service,2026-05-04,8,16,8
S003,E00177,Customer Service,2026-05-05,8,16,8
S003,E00177,Customer Service,2026-05-07,8,16,8
S003,E00178,Cashier,2026-05-03,8,16,8
S003,E00180,Stock,2026-05-03,17,22,5
S003,E00180,Stock,2026-05-09,16,22,6
S003,E00182,Customer Service,2026-05-03,12,20,8
S003,E00182,Customer Service,2026-05-05,16,22,6
S003,E00182,Customer Service,2026-05-07,17,22,5
S003,E00182,Customer Service,2026-05-08,16,22,6
S003,E00183,Cashier,2026-05-05,16,22,6
S003,E00184,Stock,2026-05-07,17,22,5
S003,E00185,Supervisor,2026-05-04,14,22,8
S003,E00185,Supervisor,2026-05-06,14,22,8
S003,E00185,Supervisor,2026-05-07,14,22,8
S003,E00185,Supervisor,2026-05-08,14,22,8
S003,E00185,Supervisor,2026-05-09,14,22,8
S003,E00188,Supervisor,2026-05-03,8,16,8
S003,E00188,Supervisor,2026-05-04,8,16,8
S003,E00188,Supervisor,2026-05-05,8,16,8
S003,E00188,Supervisor,2026-05-06,8,16,8
S003,E00189,Floor,2026-05-03,16,22,6
S003,E00189,Floor,2026-05-09,8,16,8
S003,E00193,Floor,2026-05-06,10,18,8
S003,E00194,Cashier,2026-05-09,17,22,5
S003,E00195,Floor,2026-05-03,8,16,8
S003,E00195,Floor,2026-05-04,17,22,5
S003,E00195,Floor,2026-05-07,16,22,6
S003,E00196,Cashier,2026-05-03,16,22,6
S003,E00196,Cashier,2026-05-04,17,22,5
S003,E00196,Cashier,2026-05-05,16,22,6
S003,E00197,Floor,2026-05-04,8,16,8
S003,E00197,Floor,2026-05-07,17,22,5
S003,E00197,Floor,2026-05-09,8,16,8
S003,E00198,Cashier,2026-05-03,8,16,8
S003,E00198,Cashier,2026-05-06,8,16,8
S003,E00198,Cashier,2026-05-07,8,16,8
S003,E00198,Cashier,2026-05-08,16,22,6
S003,E00198,Cashier,2026-05-09,17,22,5
S003,E00199,Stock,2026-05-03,16,22,6
S003,E00202,Floor,2026-05-05,16,22,6
S003,E00202,Floor,2026-05-06,16,22,6
S003,E00203,Floor,2026-05-03,17,22,5
S003,E00203,Floor,2026-05-07,8,16,8
S003,E00203,Floor,2026-05-09,16,22,6
S003,E00204,Floor,2026-05-08,16,22,6
S003,E00204,Floor,2026-05-09,10,18,8
S003,E00206,Floor,2026-05-08,16,22,6
S003,E00206,Floor,2026-05-09,17,22,5
S003,E00209,Cashier,2026-05-03,16,22,6
S003,E00209,Cashier,2026-05-05,8,16,8
S003,E00209,Cashier,2026-05-06,8,16,8
S003,E00209,Cashier,2026-05-08,8,16,8
S003,E00210,Customer Service,2026-05-04,16,22,6
S003,E00210,Customer Service,2026-05-06,17,22,5
S003,E00210,Customer Service,2026-05-08,8,16,8
S003,E00210,Customer Service,2026-05-09,17,22,5
S003,E00211,Cashier,2026-05-04,8,16,8
S003,E00211,Cashier,2026-05-05,8,16,8
S003,E00211,Cashier,2026-05-08,8,16,8
S003,E00211,Cashier,2026-05-09,8,16,8
S003,E00212,Floor,2026-05-04,16,22,6
S003,E00212,Floor,2026-05-05,10,18,8
S003,E00212,Floor,2026-05-08,8,16,8
S003,E00214,Floor,2026-05-05,17,22,5
S003,E00214,Floor,2026-05-06,17,22,5
S003,E00215,Cashier,2026-05-06,16,22,6
S003,E00215,Cashier,2026-05-07,17,22,5
S003,E00215,Cashier,2026-05-09,8,16,8
S003,E00218,Floor,2026-05-03,8,16,8
S003,E00218,Floor,2026-05-04,10,18,8
S003,E00218,Floor,2026-05-09,16,22,6
S003,E00221,Floor,2026-05-07,16,22,6
S003,E00221,Floor,2026-05-09,17,22,5
S003,E00223,Cashier,2026-05-07,17,22,5
S003,E00223,Cashier,2026-05-08,16,22,6
S003,E00224,Cashier,2026-05-03,17,22,5
S003,E00224,Cashier,2026-05-05,17,22,5
S003,E00224,Cashier,2026-05-06,16,22,6
S003,E00224,Cashier,2026-05-07,16,22,6
S003,E00224,Cashier,2026-05-09,16,22,6
S003,E00226,Customer Service,2026-05-03,8,16,8
S003,E00226,Customer Service,2026-05-06,16,22,6
S003,E00226,Customer Service,2026-05-08,10,18,8
S003,E00226,Customer Service,2026-05-09,8,16,8
S003,E00228,Stock,2026-05-07,8,16,8
S003,E00230,Stock,2026-05-08,17,22,5
S003,E00231,Floor,2026-05-05,8,16,8
S003,E00231,Floor,2026-05-06,8,16,8
S003,E00232,Stock,2026-05-07,16,22,6
S003,E00232,Stock,2026-05-08,16,22,6
S003,E00232,Stock,2026-05-09,10,18,8
S003,E00233,Stock,2026-05-05,16,22,6
S003,E00234,Customer Service,2026-05-03,16,22,6
S003,E00234,Customer Service,2026-05-05,17,22,5
S003,E00234,Customer Service,2026-05-07,14,22,8
S003,E00234,Customer Service,2026-05-08,17,22,5
S003,E00234,Customer Service,2026-05-09,16,22,6
S003,E00235,Cashier,2026-05-07,12,20,8
S003,E00236,Stock,2026-05-04,16,22,6
S003,E00236,Stock,2026-05-06,16,22,6
S003,E00236,Stock,2026-05-09,17,22,5
S003,E00237,Cashier,2026-05-04,16,22,6
S003,E00237,Cashier,2026-05-07,8,16,8
S003,E00238,Cashier,2026-05-03,17,22,5
S003,E00238,Cashier,2026-05-04,16,22,6
S003,E00238,Cashier,2026-05-06,17,22,5
S003,E00238,Cashier,2026-05-09,16,22,6
S003,E00240,Customer Service,2026-05-03,17,22,5
S003,E00240,Customer Service,2026-05-04,17,22,5
S003,E00240,Customer Service,2026-05-06,8,16,8
S003,E00240,Customer Service,2026-05-09,10,18,8
S004,E00241,Floor,2026-05-05,10,18,8
S004,E00241,Floor,2026-05-07,10,18,8
S004,E00242,Cashier,2026-05-04,8,16,8
S004,E00242,Cashier,2026-05-05,8,16,8
S004,E00243,Cashier,2026-05-06,17,22,5
S004,E00245,Cashier,2026-05-05,8,16,8
S004,E00246,Customer Service,2026-05-07,8,16,8
S004,E00247,Supervisor,2026-05-03,14,22,8
S004,E00247,Supervisor,2026-05-05,14,22,8
S004,E00247,Supervisor,2026-05-07,8,16,8
S004,E00247,Supervisor,2026-05-08,8,16,8
S004,E00248,Supervisor,2026-05-04,14,22,8
S004,E00248,Supervisor,2026-05-08,14,22,8
S004,E00248,Supervisor,2026-05-09,14,22,8
S004,E00249,Stock,2026-05-03,8,16,8
S004,E00249,Stock,2026-05-05,8,16,8
S004,E00249,Stock,2026-05-06,8,16,8
S004,E00249,Stock,2026-05-07,8,16,8
S004,E00250,Supervisor,2026-05-03,8,16,8
S004,E00250,Supervisor,2026-05-06,14,22,8
S004,E00251,Cashier,2026-05-06,16,22,6
S004,E00251,Cashier,2026-05-08,8,16,8
S004,E00251,Cashier,2026-05-09,16,22,6
S004,E00253,Floor,2026-05-03,17,22,5
S004,E00253,Floor,2026-05-04,17,22,5
S004,E00254,Cashier,2026-05-05,17,22,5
S004,E00256,Floor,2026-05-03,16,22,6
S004,E00256,Floor,2026-05-09,8,16,8
S004,E00257,Floor,2026-05-03,10,18,8
S004,E00257,Floor,2026-05-07,17,22,5
S004,E00258,Customer Service,2026-05-06,8,16,8
S004,E00258,Customer Service,2026-05-08,8,16,8
S004,E00258,Customer Service,2026-05-09,8,16,8
S004,E00259,Floor,2026-05-06,8,16,8
S004,E00259,Floor,2026-05-09,16,22,6
S004,E00261,Cashier,2026-05-03,8,16,8
S004,E00261,Cashier,2026-05-06,8,16,8
S004,E00261,Cashier,2026-05-07,17,22,5
S004,E00263,Stock,2026-05-06,16,22,6
S004,E00263,Stock,2026-05-07,16,22,6
S004,E00267,Stock,2026-05-04,8,16,8
S004,E00267,Stock,2026-05-08,8,16,8
S004,E00267,Stock,2026-05-09,8,16,8
S004,E00268,Supervisor,2026-05-06,8,16,8
S004,E00271,Floor,2026-05-07,8,16,8
S004,E00271,Floor,2026-05-08,17,22,5
S004,E00272,Supervisor,2026-05-05,8,16,8
S004,E00275,Floor,2026-05-04,8,16,8
S004,E00275,Floor,2026-05-08,10,18,8
S004,E00276,Cashier,2026-05-04,16,22,6
S004,E00277,Cashier,2026-05-04,17,22,5
S004,E00277,Cashier,2026-05-09,17,22,5
S004,E00278,Cashier,2026-05-03,16,22,6
S004,E00278,Cashier,2026-05-09,10,18,8
S004,E00279,Supervisor,2026-05-07,14,22,8
S004,E00280,Cashier,2026-05-03,8,16,8
S004,E00280,Cashier,2026-05-08,14,22,8
S004,E00282,Customer Service,2026-05-03,8,16,8
S004,E00282,Customer Service,2026-05-04,16,22,6
S004,E00282,Customer Service,2026-05-09,10,18,8
S004,E00283,Cashier,2026-05-03,10,18,8
S004,E00283,Cashier,2026-05-07,16,22,6
S004,E00284,Cashier,2026-05-08,16,22,6
S004,E00285,Cashier,2026-05-05,16,22,6
S004,E00286,Customer Service,2026-05-04,8,16,8
S004,E00286,Customer Service,2026-05-05,8,16,8
S004,E00286,Customer Service,2026-05-08,16,22,6
S004,E00288,Supervisor,2026-05-04,8,16,8
S004,E00289,Cashier,2026-05-07,16,22,6
S004,E00289,Cashier,2026-05-09,17,22,5
S004,E00291,Cashier,2026-05-04,8,16,8
S004,E00291,Cashier,2026-05-06,8,16,8
S004,E00292,Cashier,2026-05-05,16,22,6
S004,E00292,Cashier,2026-05-09,8,16,8
S004,E00293,Floor,2026-05-04,16,22,6
S004,E00293,Floor,2026-05-06,16,22,6
S004,E00295,Floor,2026-05-05,17,22,5
S004,E00295,Floor,2026-05-06,17,22,5
S004,E00296,Floor,2026-05-03,8,16,8
S004,E00296,Floor,2026-05-08,16,22,6
S004,E00296,Floor,2026-05-09,16,22,6
S004,E00297,Cashier,2026-05-08,8,16,8
S004,E00297,Cashier,2026-05-09,8,16,8
S004,E00298,Cashier,2026-05-04,16,22,6
S004,E00298,Cashier,2026-05-07,8,16,8
S004,E00299,Floor,2026-05-09,17,22,5
S004,E00301,Customer Service,2026-05-03,16,22,6
S004,E00301,Customer Service,2026-05-07,17,22,5
S004,E00301,Customer Service,2026-05-08,17,22,5
S004,E00301,Customer Service,2026-05-09,17,22,5
S004,E00302,Stock,2026-05-03,17,22,5
S004,E00302,Stock,2026-05-08,16,22,6
S004,E00302,Stock,2026-05-09,17,22,5
S004,E00303,Stock,2026-05-09,16,22,6
S004,E00304,Floor,2026-05-05,8,16,8
S004,E00304,Floor,2026-05-08,8,16,8
S004,E00304,Floor,2026-05-09,8,16,8
S004,E00305,Stock,2026-05-03,16,22,6
S004,E00307,Cashier,2026-05-07,8,16,8
S004,E00307,Cashier,2026-05-08,16,22,6
S004,E00309,Stock,2026-05-05,16,22,6
S004,E00310,Supervisor,2026-05-09,8,16,8
S004,E00311,Stock,2026-05-04,16,22,6
S004,E00312,Cashier,2026-05-03,17,22,5
S004,E00315,Cashier,2026-05-03,16,22,6
S004,E00315,Cashier,2026-05-06,16,22,6
S004,E00315,Cashier,2026-05-09,16,22,6
S004,E00318,Floor,2026-05-05,16,22,6
S004,E00318,Floor,2026-05-07,16,22,6
S004,E00320,Customer Service,2026-05-03,17,22,5
S004,E00320,Customer Service,2026-05-05,16,22,6
S004,E00320,Customer Service,2026-05-06,16,22,6
S004,E00320,Customer Service,2026-05-07,16,22,6
S004,E00320,Customer Service,2026-05-09,16,22,6
S005,E00321,Floor,2026-05-05,17,22,5
S005,E00321,Floor,2026-05-08,14,22,8
S005,E00322,Cashier,2026-05-09,8,16,8
S005,E00323,Cashier,2026-05-03,10,18,8
S005,E00323,Cashier,2026-05-06,8,16,8
S005,E00323,Cashier,2026-05-07,8,16,8
S005,E00323,Cashier,2026-05-08,8,16,8
S005,E00324,Cashier,2026-05-07,17,22,5
S005,E00325,Cashier,2026-05-04,17,22,5
S005,E00325,Cashier,2026-05-06,16,22,6
S005,E00326,Stock,2026-05-03,17,22,5
S005,E00327,Cashier,2026-05-05,8,16,8
S005,E00331,Stock,2026-05-06,17,22,5
S005,E00332,Floor,2026-05-03,10,18,8
S005,E00332,Floor,2026-05-04,17,22,5
S005,E00332,Floor,2026-05-09,8,16,8
S005,E00333,Supervisor,2026-05-07,14,22,8
S005,E00333,Supervisor,2026-05-09,8,16,8
S005,E00336,Stock,2026-05-03,16,22,6
S005,E00336,Stock,2026-05-05,8,16,8
S005,E00336,Stock,2026-05-08,17,22,5
S005,E00336,Stock,2026-05-09,17,22,5
S005,E00337,Stock,2026-05-07,8,16,8
S005,E00337,Stock,2026-05-08,8,16,8
S005,E00339,Cashier,2026-05-04,8,16,8
S005,E00339,Cashier,2026-05-06,8,16,8
S005,E00340,Cashier,2026-05-03,8,16,8
S005,E00343,Floor,2026-05-07,8,16,8
S005,E00345,Customer Service,2026-05-03,17,22,5
S005,E00345,Customer Service,2026-05-06,14,22,8
S005,E00345,Customer Service,2026-05-08,16,22,6
S005,E00345,Customer Service,2026-05-09,10,18,8
