employee_id,duration,store_id,overtime_hours,regular_hours,total_labor_cost_mxn
E00403,12,S006,0,12,1020.0
E00404,35,S006,0,35,2450.0
E00406,6,S006,0,6,390.0
E00407,14,S006,0,14,910.0
E00408,18,S006,0,18,1350.0
E00409,27,S006,0,27,1890.0
E00411,11,S006,0,11,935.0
E00412,8,S006,0,8,520.0
E00413,6,S006,0,6,390.0
E00415,27,S006,0,27,1890.0
E00416,16,S006,0,16,1360.0
E00418,14,S006,0,14,1050.0
E00420,14,S006,0,14,910.0
E00421,19,S006,0,19,1330.0
E00422,13,S006,0,13,975.0
E00423,20,S006,0,20,1400.0
E00424,24,S006,0,24,1560.0
E00425,8,S006,0,8,960.0
E00427,6,S006,0,6,450.0
E00428,16,S006,0,16,1920.0
E00429,16,S006,0,16,1920.0
E00430,13,S006,0,13,910.0
E00432,13,S006,0,13,975.0
E00434,6,S006,0,6,420.0
E00435,24,S006,0,24,1800.0
E00437,6,S006,0,6,510.0
E00438,5,S006,0,5,350.0
E00439,16,S006,0,16,1360.0
E00442,6,S006,0,6,420.0
E00443,13,S006,0,13,1105.0
E00445,12,S006,0,12,900.0
E00446,5,S006,0,5,325.0
E00447,11,S006,0,11,825.0
E00448,14,S006,0,14,1190.0
E00449,8,S006,0,8,600.0
E00451,19,S006,0,19,1425.0
E00453,14,S006,0,14,1050.0
E00454,14,S006,0,14,910.0
E00457,6,S006,0,6,420.0
E00458,6,S006,0,6,390.0
E00459,6,S006,0,6,450.0
E00461,18,S006,0,18,1350.0
E00462,14,S006,0,14,1190.0
E00464,6,S006,0,6,510.0
E00465,6,S006,0,6,390.0
E00466,8,S006,0,8,560.0
E00467,16,S006,0,16,1200.0
E00468,16,S006,0,16,1200.0
E00469,8,S006,0,8,680.0
E00470,24,S006,0,24,2880.0
E00472,20,S006,0,20,1500.0
E00473,12,S006,0,12,900.0
E00475,8,S006,0,8,560.0
E00477,16,S006,0,16,1920.0
E00478,16,S006,0,16,1920.0
E00479,13,S006,0,13,975.0
E00481,20,S007,0,20,1300.0
E00482,14,S007,0,14,980.0
E00483,22,S007,0,22,1650.0
E00484,21,S007,0,21,1575.0
E00485,38,S007,0,38,3230.0
E00486,13,S007,0,13,910.0
E00487,8,S007,0,8,960.0
E00488,28,S007,0,28,2100.0
E00489,26,S007,0,26,1950.0
E00490,19,S007,0,19,1425.0
E00491,16,S007,0,16,1040.0
E00492,24,S007,0,24,1680.0
E00494,5,S007,0,5,325.0
E00496,5,S007,0,5,325.0
E00497,24,S007,0,24,1800.0
E00498,12,S007,0,12,840.0
E00499,6,S007,0,6,420.0
E00500,8,S007,0,8,520.0
E00501,11,S007,0,11,770.0
E00503,24,S007,0,24,2880.0
E00504,11,S007,0,11,715.0
E00505,37,S007,0,37,3145.0
E00506,8,S007,0,8,560.0
E00507,22,S007,0,22,1650.0
E00508,37,S007,0,37,2775.0
E00510,13,S007,0,13,910.0
E00512,8,S007,0,8,600.0
E00513,19,S007,0,19,1330.0
E00515,40,S007,0,40,3400.0
E00517,27,S007,0,27,1890.0
E00518,6,S007,0,6,420.0
E00522,37,S007,0,37,3145.0
E00523,22,S007,0,22,1540.0
E00524,28,S007,0,28,2100.0
E00525,35,S007,0,35,2625.0
E00526,29,S007,0,29,2175.0
E00527,20,S007,0,20,1500.0
E00528,29,S007,0,29,2465.0
E00529,20,S007,0,20,1400.0
E00530,13,S007,0,13,910.0
E00531,40,S007,0,40,4800.0
E00532,5,S007,0,5,350.0
E00534,16,S007,0,16,1040.0
E00535,16,S007,0,16,1200.0
E00536,25,S007,0,25,1875.0
E00537,11,S007,0,11,770.0
E00538,8,S007,0,8,560.0
E00540,8,S007,0,8,560.0
E00541,32,S007,0,32,3840.0
E00542,6,S007,0,6,420.0
E00543,8,S007,0,8,960.0
E00544,16,S007,0,16,1040.0
E00545,21,S007,0,21,1470.0
E00546,22,S007,0,22,1650.0
E00548,13,S007,0,13,975.0
E00549,20,S007,0,20,1500.0
E00550,16,S007,0,16,1120.0
E00552,5,S007,0,5,325.0
E00553,22,S007,0,22,1430.0
E00554,28,S007,0,28,2380.0
E00555,22,S007,0,22,1430.0
E00557,19,S007,0,19,1235.0
E00558,8,S007,0,8,960.0
E00559,5,S007,0,5,350.0
E00560,8,S007,0,8,520.0
E00561,8,S008,0,8,560.0
E00565,8,S008,0,8,600.0
E00567,16,S008,0,16,1040.0
E00568,14,S008,0,14,1190.0
E00569,34,S008,0,34,2890.0
E00570,27,S008,0,27,1890.0
E00573,14,S008,0,14,910.0
E00575,11,S008,0,11,935.0
E00577,26,S008,0,26,1820.0
E00580,8,S008,0,8,960.0
E00581,16,S008,0,16,1200.0
E00584,12,S008,0,12,780.0
E00585,16,S008,0,16,1920.0
E00586,6,S008,0,6,510.0
E00587,35,S008,0,35,2450.0
E00588,14,S008,0,14,1050.0
E00589,13,S008,0,13,845.0
E00592,8,S008,0,8,600.0
E00593,38,S008,0,38,2660.0
E00594,16,S008,0,16,1040.0
E00595,8,S008,0,8,960.0
E00596,24,S008,0,24,2040.0
E00597,8,S008,0,8,560.0
E00598,16,S008,0,16,1920.0
E00599,13,S008,0,13,845.0
E00600,13,S008,0,13,975.0
E00601,20,S008,0,20,1500.0
E00602,13,S008,0,13,975.0
E00603,12,S008,0,12,900.0
E00604,17,S008,0,17,1275.0
E00605,13,S008,0,13,910.0
E00606,27,S008,0,27,2295.0
E00607,8,S008,0,8,960.0
E00608,32,S008,0,32,2400.0
E00609,16,S008,0,16,1920.0
E00610,13,S008,0,13,975.0
E00612,16,S008,0,16,1920.0
E00613,14,S008,0,14,910.0
E00614,20,S008,0,20,1500.0
E00615,27,S008,0,27,2025.0
E00617,16,S008,0,16,1040.0
E00618,6,S008,0,6,390.0
E00620,16,S008,0,16,1120.0
E00622,35,S008,0,35,2975.0
E00623,16,S008,0,16,1920.0
E00624,24,S008,0,24,1800.0
E00625,13,S008,0,13,975.0
E00626,14,S008,0,14,980.0
E00628,16,S008,0,16,1200.0
E00629,25,S008,0,25,1750.0
E00630,5,S008,0,5,325.0
E00631,8,S008,0,8,600.0
E00632,14,S008,0,14,910.0
E00633,16,S008,0,16,1200.0
E00634,8,S008,0,8,680.0
E00635,19,S008,0,19,1330.0
E00636,32,S008,0,32,2400.0
E00637,13,S008,0,13,845.0
E00638,19,S008,0,19,1330.0
E00640,8,S008,0,8,960.0
E00641,21,S009,0,21,1575.0
E00642,8,S009,0,8,960.0
E00643,16,S009,0,16,1120.0
E00646,32,S009,0,32,2720.0
E00647,6,S009,0,6,504.0
E00648,6,S009,0,6,470.40000000000003
E00649,14,S009,0,14,980.0
E00650,10,S009,0,10,700.0
E00651,29,S009,0,29,2465.0
E00652,14,S009,0,14,980.0
E00653,24,S009,0,24,1800.0
E00654,26,S009,0,26,2210.0
E00655,16,S009,0,16,1254.4
E00656,8,S009,0,8,520.0
E00657,5,S009,0,5,350.0
E00658,8,S009,0,8,560.0
E00660,6,S009,0,6,390.0
E00661,14,S009,0,14,1050.0
E00662,14,S009,0,14,910.0
E00663,24,S009,0,24,1680.0
E00664,8,S009,0,8,960.0
E00666,30,S009,0,30,2550.0
E00667,6,S009,0,6,450.0
E00668,32,S009,0,32,3840.0
E00669,35,S009,0,35,2975.0
E00672,12,S009,0,12,900.0
E00673,13,S009,0,13,910.0
E00674,26,S009,0,26,1820.0
E00677,8,S009,0,8,560.0
E00678,16,S009,0,16,1920.0
E00679,24,S009,0,24,1680.0
E00680,17,S009,0,17,1275.0
E00681,8,S009,0,8,680.0
E00682,5,S009,0,5,325.0
E00683,14,S009,0,14,980.0
E00685,8,S009,0,8,600.0
E00686,23,S009,0,23,1725.0
E00687,5,S009,0,5,325.0
E00688,14,S009,0,14,1176.0
E00689,21,S009,0,21,1575.0
E00691,8,S009,0,8,560.0
E00692,8,S009,0,8,600.0
E00693,6,S009,0,6,390.0
E00694,17,S009,0,17,1105.0
E00695,36,S009,0,36,2700.0
E00696,8,S009,0,8,600.0
E00697,16,S009,0,16,1200.0
E00698,6,S009,0,6,390.0
E00699,5,S009,0,5,375.0
E00700,13,S009,0,13,910.0
E00701,5,S009,0,5,350.0
E00702,11,S009,0,11,715.0
E00703,21,S009,0,21,1575.0
E00704,5,S009,0,5,350.0
E00705,6,S009,0,6,504.0
E00706,8,S009,0,8,520.0
E00707,14,S009,0,14,1050.0
E00708,24,S009,0,24,2880.0
E00709,19,S009,0,19,1330.0
E00710,13,S009,0,13,910.0
E00711,8,S009,0,8,672.0
E00712,24,S009,0,24,1560.0
E00713,11,S009,0,11,935.0
E00714,6,S009,0,6,504.0
E00715,26,S009,0,26,1950.0
E00716,8,S009,0,8,672.0
E00717,24,S009,0,24,2880.0
E00718,14,S009,0,14,1050.0
E00719,30,S009,0,30,1950.0
E00720,8,S009,0,8,672.0
E00721,28,S010,0,28,2380.0
E00722,22,S010,0,22,1650.0
E00724,14,S010,0,14,910.0
E00725,18,S010,0,18,1350.0
E00726,32,S010,0,32,2400.0
E00727,24,S010,0,24,1680.0
E00728,16,S010,0,16,1040.0
E00730,5,S010,0,5,325.0
E00731,36,S010,0,36,3060.0
E00732,5,S010,0,5,325.0
E00733,6,S010,0,6,390.0
E00735,40,S010,0,40,3400.0
E00736,33,S010,0,33,2805.0
E00737,5,S010,0,5,375.0
E00738,39,S010,0,39,2925.0
E00739,28,S010,0,28,2100.0
E00740,16,S010,0,16,1120.0
E00741,21,S010,0,21,1575.0
E00742,30,S010,0,30,2100.0
E00743,16,S010,0,16,1920.0
E00744,30,S010,0,30,2550.0
E00746,6,S010,0,6,450.0
E00747,26,S010,0,26,1820.0
E00749,40,S010,0,40,4800.0
E00750,8,S010,0,8,560.0
E00751,22,S010,0,22,1540.0
E00753,5,S010,0,5,325.0
E00754,22,S010,0,22,1650.0
E00755,5,S010,0,5,375.0
E00756,28,S010,0,28,1820.0
E00757,5,S010,0,5,375.0
E00758,11,S010,0,11,825.0
E00759,16,S010,0,16,1040.0
E00760,6,S010,0,6,450.0
E00761,22,S010,0,22,1650.0
E00762,17,S010,0,17,1190.0
E00763,24,S010,0,24,1800.0
E00764,8,S010,0,8,520.0
E00765,16,S010,0,16,1920.0
E00766,25,S010,0,25,1875.0
E00768,8,S010,0,8,960.0
E00769,8,S010,0,8,520.0
E00770,30,S010,0,30,2100.0
E00771,14,S010,0,14,980.0
E00772,22,S010,0,22,1650.0
E00774,19,S010,0,19,1330.0
E00776,14,S010,0,14,980.0
E00777,28,S010,0,28,2380.0
E00778,6,S010,0,6,390.0
E00779,11,S010,0,11,825.0
E00780,22,S010,0,22,1650.0
E00781,20,S010,0,20,1400.0
E00782,14,S010,0,14,1050.0
E00783,8,S010,0,8,560.0
E00785,8,S010,0,8,960.0
E00788,24,S010,0,24,2880.0
E00789,16,S010,0,16,1200.0
E00791,6,S010,0,6,450.0
E00795,22,S010,0,22,1430.0
E00796,11,S010,0,11,825.0
E00797,8,S010,0,8,960.0
E00798,20,S010,0,20,1300.0
E00799,26,S010,0,26,1820.0
E00801,22,S011,0,22,1650.0
E00802,32,S011,0,32,3840.0
E00803,16,S011,0,16,1120.0
E00804,30,S011,0,30,1950.0
E00805,20,S011,0,20,1400.0
E00806,24,S011,0,24,1800.0
E00807,14,S011,0,14,910.0
E00808,30,S011,0,30,2100.0
E00811,18,S011,0,18,1170.0
E00812,6,S011,0,6,450.0
E00814,24,S011,0,24,2880.0
E00815,20,S011,0,20,1700.0
E00816,20,S011,0,20,1400.0
E00817,6,S011,0,6,390.0
E00818,11,S011,0,11,825.0
E00819,8,S011,0,8,560.0
E00820,6,S011,0,6,420.0
E00821,13,S011,0,13,910.0
E00823,10,S011,0,10,700.0
E00824,12,S011,0,12,900.0
E00826,17,S011,0,17,1275.0
E00827,24,S011,0,24,1800.0
E00832,22,S011,0,22,1650.0
E00833,29,S011,0,29,2465.0
E00834,35,S011,0,35,2625.0
E00835,32,S011,0,32,2400.0
E00836,21,S011,0,21,1785.0
E00837,21,S011,0,21,1470.0
E00838,26,S011,0,26,1820.0
E00839,8,S011,0,8,600.0
E00840,16,S011,0,16,1200.0
E00841,14,S011,0,14,1050.0
E00842,32,S011,0,32,3840.0
E00843,11,S011,0,11,825.0
E00844,18,S011,0,18,1530.0
E00845,8,S011,0,8,600.0
E00846,12,S011,0,12,840.0
E00848,27,S011,0,27,1755.0
E00849,20,S011,0,20,1700.0
E00850,32,S011,0,32,2720.0
E00851,8,S011,0,8,520.0
E00852,30,S011,0,30,2250.0
E00854,8,S011,0,8,600.0
E00855,16,S011,0,16,1040.0
E00856,30,S011,0,30,2250.0
E00858,6,S011,0,6,450.0
E00860,26,S011,0,26,2210.0
E00861,6,S011,0,6,420.0
E00862,8,S011,0,8,600.0
E00863,14,S011,0,14,1050.0
E00865,27,S011,0,27,1890.0
E00866,16,S011,0,16,1200.0
E00867,10,S011,0,10,750.0
E00868,11,S011,0,11,715.0
E00869,8,S011,0,8,600.0
E00870,11,S011,0,11,715.0
E00871,8,S011,0,8,680.0
E00872,8,S011,0,8,560.0
E00873,13,S011,0,13,975.0
E00874,6,S011,0,6,420.0
E00875,6,S011,0,6,510.0
E00876,40,S011,0,40,2800.0
E00877,16,S011,0,16,1120.0
E00878,16,S011,0,16,1360.0
E00879,28,S011,0,28,1820.0
E00880,40,S011,0,40,4800.0
E00883,6,S012,0,6,420.0
E00884,18,S012,0,18,1170.0
E00885,16,S012,0,16,1120.0
E00887,13,S012,0,13,910.0
E00888,13,S012,0,13,845.0
E00890,5,S012,0,5,325.0
E00891,36,S012,0,36,2700.0
E00893,8,S012,0,8,960.0
E00894,5,S012,0,5,325.0
E00895,11,S012,0,11,715.0
E00896,22,S012,0,22,1540.0
E00897,21,S012,0,21,1470.0
E00898,38,S012,0,38,2850.0
E00899,16,S012,0,16,1920.0
E00901,26,S012,0,26,1820.0
E00902,6,S012,0,6,390.0
E00903,40,S012,0,40,3400.0
E00904,8,S012,0,8,600.0
E00905,16,S012,0,16,1920.0
E00906,16,S012,0,16,1120.0
E00909,8,S012,0,8,560.0
E00910,40,S012,0,40,3400.0
E00911,32,S012,0,32,2400.0
E00914,17,S012,0,17,1190.0
E00915,19,S012,0,19,1425.0
E00916,20,S012,0,20,1400.0
E00917,21,S012,0,21,1575.0
E00918,36,S012,0,36,3060.0
E00919,11,S012,0,11,715.0
E00920,40,S012,0,40,3400.0
E00921,6,S012,0,6,420.0
E00922,13,S012,0,13,845.0
E00923,22,S012,0,22,1430.0
E00924,17,S012,0,17,1190.0
E00925,14,S012,0,14,980.0
E00926,34,S012,0,34,2550.0
E00927,6,S012,0,6,450.0
E00928,13,S012,0,13,975.0
E00929,10,S012,0,10,750.0
E00930,8,S012,0,8,520.0
E00931,32,S012,0,32,3840.0
E00933,30,S012,0,30,2250.0
E00934,18,S012,0,18,1260.0
E00935,24,S012,0,24,2880.0
E00936,16,S012,0,16,1120.0
E00937,24,S012,0,24,1800.0
E00938,5,S012,0,5,350.0
E00939,6,S012,0,6,420.0
E00940,8,S012,0,8,520.0
E00941,26,S012,0,26,1950.0
E00942,32,S012,0,32,3840.0
E00943,17,S012,0,17,1275.0
E00944,21,S012,0,21,1365.0
E00945,11,S012,0,11,715.0
E00946,31,S012,0,31,2325.0
E00947,6,S012,0,6,420.0
E00948,32,S012,0,32,2080.0
E00950,16,S012,0,16,1120.0
E00952,38,S012,0,38,3230.0
E00953,21,S012,0,21,1575.0
E00954,13,S012,0,13,910.0
E00955,18,S012,0,18,1350.0
E00957,22,S012,0,22,1650.0
E00958,13,S012,0,13,975.0
E00959,5,S012,0,5,420.0
E00960,22,S012,0,22,1540.0
E00961,22,S013,0,22,1650.0
E00962,38,S013,0,38,2850.0
E00963,6,S013,0,6,390.0
E00964,38,S013,0,38,2850.0
E00966,40,S013,0,40,3000.0
E00967,16,S013,0,16,1120.0
E00968,8,S013,0,8,560.0
E00969,19,S013,0,19,1235.0
E00970,39,S013,0,39,3315.0
E00973,14,S013,0,14,980.0
E00974,6,S013,0,6,420.0
E00975,31,S013,0,31,2325.0
E00976,5,S013,0,5,325.0
E00977,8,S013,0,8,960.0
E00979,30,S013,0,30,2250.0
E00980,13,S013,0,13,910.0
E00981,6,S013,0,6,420.0
E00982,12,S013,0,12,840.0
E00983,20,S013,0,20,1500.0
E00984,17,S013,0,17,1275.0
E00985,11,S013,0,11,770.0
E00986,21,S013,0,21,1575.0
E00989,11,S013,0,11,770.0
E00990,14,S013,0,14,980.0
E00991,22,S013,0,22,1650.0
E00992,24,S013,0,24,2880.0
E00994,21,S013,0,21,1365.0
E00995,38,S013,0,38,2850.0
E00996,8,S013,0,8,520.0
E00997,11,S013,0,11,715.0
E00998,40,S013,0,40,3400.0
E00999,24,S013,0,24,1560.0
E01000,8,S013,0,8,560.0
E01005,11,S013,0,11,825.0
E01006,21,S013,0,21,1470.0
E01007,14,S013,0,14,910.0
E01008,8,S013,0,8,560.0
E01010,16,S013,0,16,1920.0
E01013,10,S013,0,10,700.0
E01015,14,S013,0,14,980.0
E01016,8,S013,0,8,960.0
E01017,20,S013,0,20,1300.0
E01018,14,S013,0,14,910.0
E01019,5,S013,0,5,325.0
E01020,32,S013,0,32,3840.0
E01022,27,S013,0,27,2025.0
E01023,39,S013,0,39,3315.0
E01024,11,S013,0,11,825.0
E01025,30,S013,0,30,2100.0
E01026,36,S013,0,36,3060.0
E01027,8,S013,0,8,960.0
E01028,12,S013,0,12,840.0
E01029,11,S013,0,11,770.0
E01030,16,S013,0,16,1920.0
E01031,21,S013,0,21,1365.0
E01032,38,S013,0,38,3230.0
E01033,17,S013,0,17,1275.0
E01034,19,S013,0,19,1425.0
E01035,8,S013,0,8,520.0
E01036,8,S013,0,8,560.0
