store_id,date,hour,role,required_staff
S001,2026-05-07,17,Floor,3
S001,2026-05-07,17,Stock,2
S001,2026-05-07,17,Customer Service,2
S001,2026-05-07,17,Supervisor,1
S001,2026-05-07,18,Cashier,4
S001,2026-05-07,18,Floor,3
S001,2026-05-07,18,Stock,2
S001,2026-05-07,18,Customer Service,2
S001,2026-05-07,18,Supervisor,1
S001,2026-05-07,19,Cashier,4
S001,2026-05-07,19,Floor,3
S001,2026-05-07,19,Stock,2
S001,2026-05-07,19,Customer Service,2
S001,2026-05-07,19,Supervisor,1
S001,2026-05-07,20,Cashier,4
S001,2026-05-07,20,Floor,3
S001,2026-05-07,20,Stock,2
S001,2026-05-07,20,Customer Service,2
S001,2026-05-07,20,Supervisor,1
S001,2026-05-07,21,Cashier,2
S001,2026-05-07,21,Floor,2
S001,2026-05-07,21,Stock,1
S001,2026-05-07,21,Customer Service,1
S001,2026-05-07,21,Supervisor,1
S001,2026-05-07,22,Cashier,2
S001,2026-05-07,22,Floor,2
S001,2026-05-07,22,Stock,1
S001,2026-05-07,22,Customer Service,1
S001,2026-05-07,22,Supervisor,1
S001,2026-05-08,8,Cashier,3
S001,2026-05-08,8,Floor,2
S001,2026-05-08,8,Stock,1
S001,2026-05-08,8,Customer Service,1
S001,2026-05-08,8,Supervisor,1
S001,2026-05-08,9,Cashier,3
S001,2026-05-08,9,Floor,2
S001,2026-05-08,9,Stock,1
S001,2026-05-08,9,Customer Service,2
S001,2026-05-08,9,Supervisor,1
S001,2026-05-08,10,Cashier,4
S001,2026-05-08,10,Floor,3
S001,2026-05-08,10,Stock,2
S001,2026-05-08,10,Customer Service,2
S001,2026-05-08,10,Supervisor,1
S001,2026-05-08,11,Cashier,4
S001,2026-05-08,11,Floor,3
S001,2026-05-08,11,Stock,2
S001,2026-05-08,11,Customer Service,2
S001,2026-05-08,11,Supervisor,1
S001,2026-05-08,12,Cashier,4
S001,2026-05-08,12,Floor,3
S001,2026-05-08,12,Stock,2
S001,2026-05-08,12,Customer Service,2
S001,2026-05-08,12,Supervisor,1
S001,2026-05-08,13,Cashier,4
S001,2026-05-08,13,Floor,3
S001,2026-05-08,13,Stock,2
S001,2026-05-08,13,Customer Service,2
S001,2026-05-08,13,Supervisor,1
S001,2026-05-08,14,Cashier,4
S001,2026-05-08,14,Floor,3
S001,2026-05-08,14,Stock,2
S001,2026-05-08,14,Customer Service,2
S001,2026-05-08,14,Supervisor,1
S001,2026-05-08,15,Cashier,5
S001,2026-05-08,15,Floor,3
S001,2026-05-08,15,Stock,2
S001,2026-05-08,15,Customer Service,2
S001,2026-05-08,15,Supervisor,1
S001,2026-05-08,16,Cashier,4
S001,2026-05-08,16,Floor,3
S001,2026-05-08,16,Stock,2
S001,2026-05-08,16,Customer Service,2
S001,2026-05-08,16,Supervisor,1
S001,2026-05-08,17,Cashier,6
S001,2026-05-08,17,Floor,4
S001,2026-05-08,17,Stock,2
S001,2026-05-08,17,Customer Service,3
S001,2026-05-08,17,Supervisor,1
S001,2026-05-08,18,Cashier,5
S001,2026-05-08,18,Floor,4
S001,2026-05-08,18,Stock,2
S001,2026-05-08,18,Customer Service,2
S001,2026-05-08,18,Supervisor,1
S001,2026-05-08,19,Cashier,5
S001,2026-05-08,19,Floor,4
S001,2026-05-08,19,Stock,2
S001,2026-05-08,19,Customer Service,2
S001,2026-05-08,19,Supervisor,1
S001,2026-05-08,20,Cashier,5
S001,2026-05-08,20,Floor,4
S001,2026-05-08,20,Stock,2
S001,2026-05-08,20,Customer Service,2
S001,2026-05-08,20,Supervisor,1
S001,2026-05-08,21,Cashier,3
S001,2026-05-08,21,Floor,2
S001,2026-05-08,21,Stock,1
S001,2026-05-08,21,Customer Service,2
S001,2026-05-08,21,Supervisor,1
S001,2026-05-08,22,Cashier,3
S001,2026-05-08,22,Floor,2
S001,2026-05-08,22,Stock,1
S001,2026-05-08,22,Customer Service,1
S001,2026-05-08,22,Supervisor,1
S001,2026-05-09,8,Cashier,3
S001,2026-05-09,8,Floor,2
S001,2026-05-09,8,Stock,1
S001,2026-05-09,8,Customer Service,2
S001,2026-05-09,8,Supervisor,1
S001,2026-05-09,9,Cashier,4
S001,2026-05-09,9,Floor,3
S001,2026-05-09,9,Stock,2
S001,2026-05-09,9,Customer Service,2
S001,2026-05-09,9,Supervisor,1
S001,2026-05-09,10,Cashier,4
S001,2026-05-09,10,Floor,3
S001,2026-05-09,10,Stock,2
S001,2026-05-09,10,Customer Service,2
S001,2026-05-09,10,Supervisor,1
S001,2026-05-09,11,Cashier,4
S001,2026-05-09,11,Floor,3
S001,2026-05-09,11,Stock,2
S001,2026-05-09,11,Customer Service,2
S001,2026-05-09,11,Supervisor,1
S001,2026-05-09,12,Cashier,4
S001,2026-05-09,12,Floor,3
S001,2026-05-09,12,Stock,2
S001,2026-05-09,12,Customer Service,2
S001,2026-05-09,12,Supervisor,1
S001,2026-05-09,13,Cashier,5
S001,2026-05-09,13,Floor,3
S001,2026-05-09,13,Stock,2
S001,2026-05-09,13,Customer Service,2
S001,2026-05-09,13,Supervisor,1
S001,2026-05-09,14,Cashier,5
S001,2026-05-09,14,Floor,3
S001,2026-05-09,14,Stock,2
S001,2026-05-09,14,Customer Service,2
S001,2026-05-09,14,Supervisor,1
S001,2026-05-09,15,Cashier,5
S001,2026-05-09,15,Floor,3
S001,2026-05-09,15,Stock,2
S001,2026-05-09,15,Customer Service,2
S001,2026-05-09,15,Supervisor,1
S001,2026-05-09,16,Cashier,5
S001,2026-05-09,16,Floor,3
S001,2026-05-09,16,Stock,2
S001,2026-05-09,16,Customer Service,2
S001,2026-05-09,16,Supervisor,1
S001,2026-05-09,17,Cashier,6
S001,2026-05-09,17,Floor,4
S001,2026-05-09,17,Stock,2
S001,2026-05-09,17,Customer Service,3
S001,2026-05-09,17,Supervisor,1
S001,2026-05-09,18,Cashier,6
S001,2026-05-09,18,Floor,4
S001,2026-05-09,18,Stock,2
S001,2026-05-09,18,Customer Service,3
S001,2026-05-09,18,Supervisor,1
S001,2026-05-09,19,Cashier,6
S001,2026-05-09,19,Floor,4
S001,2026-05-09,19,Stock,2
S001,2026-05-09,19,Customer Service,3
S001,2026-05-09,19,Supervisor,1
S001,2026-05-09,20,Cashier,5
S001,2026-05-09,20,Floor,3
S001,2026-05-09,20,Stock,2
S001,2026-05-09,20,Customer Service,2
S001,2026-05-09,20,Supervisor,1
S001,2026-05-09,21,Cashier,4
S001,2026-05-09,21,Floor,3
S001,2026-05-09,21,Stock,2
S001,2026-05-09,21,Customer Service,2
S001,2026-05-09,21,Supervisor,1
S001,2026-05-09,22,Cashier,3
S001,2026-05-09,22,Floor,2
S001,2026-05-09,22,Stock,1
S001,2026-05-09,22,Customer Service,1
S001,2026-05-09,22,Supervisor,1
S002,2026-05-03,8,Cashier,2
S002,2026-05-03,8,Floor,1
S002,2026-05-03,8,Stock,1
S002,2026-05-03,8,Customer Service,1
S002,2026-05-03,8,Supervisor,1
S002,2026-05-03,9,Cashier,2
S002,2026-05-03,9,Floor,1
S002,2026-05-03,9,Stock,1
S002,2026-05-03,9,Customer Service,1
S002,2026-05-03,9,Supervisor,1
S002,2026-05-03,10,Cashier,2
S002,2026-05-03,10,Floor,2
S002,2026-05-03,10,Stock,1
S002,2026-05-03,10,Customer Service,1
S002,2026-05-03,10,Supervisor,1
S002,2026-05-03,11,Cashier,2
S002,2026-05-03,11,Floor,2
S002,2026-05-03,11,Stock,1
S002,2026-05-03,11,Customer Service,1
S002,2026-05-03,11,Supervisor,1
S002,2026-05-03,12,Cashier,2
S002,2026-05-03,12,Floor,2
S002,2026-05-03,12,Stock,1
S002,2026-05-03,12,Customer Service,1
S002,2026-05-03,12,Supervisor,1
S002,2026-05-03,13,Cashier,2
S002,2026-05-03,13,Floor,2
S002,2026-05-03,13,Stock,1
S002,2026-05-03,13,Customer Service,1
S002,2026-05-03,13,Supervisor,1
S002,2026-05-03,14,Cashier,2
S002,2026-05-03,14,Floor,2
S002,2026-05-03,14,Stock,1
S002,2026-05-03,14,Customer Service,1
S002,2026-05-03,14,Supervisor,1
S002,2026-05-03,15,Cashier,3
S002,2026-05-03,15,Floor,2
S002,2026-05-03,15,Stock,1
S002,2026-05-03,15,Customer Service,1
S002,2026-05-03,15,Supervisor,1
S002,2026-05-03,16,Cashier,2
S002,2026-05-03,16,Floor,2
S002,2026-05-03,16,Stock,1
S002,2026-05-03,16,Customer Service,1
S002,2026-05-03,16,Supervisor,1
S002,2026-05-03,17,Cashier,3
S002,2026-05-03,17,Floor,2
S002,2026-05-03,17,Stock,1
S002,2026-05-03,17,Customer Service,2
S002,2026-05-03,17,Supervisor,1
S002,2026-05-03,18,Cashier,3
S002,2026-05-03,18,Floor,2
S002,2026-05-03,18,Stock,1
S002,2026-05-03,18,Customer Service,1
S002,2026-05-03,18,Supervisor,1
S002,2026-05-03,19,Cashier,3
S002,2026-05-03,19,Floor,2
S002,2026-05-03,19,Stock,1
S002,2026-05-03,19,Customer Service,2
S002,2026-05-03,19,Supervisor,1
S002,2026-05-03,20,Cashier,3
S002,2026-05-03,20,Floor,2
S002,2026-05-03,20,Stock,1
S002,2026-05-03,20,Customer Service,2
S002,2026-05-03,20,Supervisor,1
S002,2026-05-03,21,Cashier,2
S002,2026-05-03,21,Floor,1
S002,2026-05-03,21,Stock,1
S002,2026-05-03,21,Customer Service,1
S002,2026-05-03,21,Supervisor,1
S002,2026-05-03,22,Cashier,2
S002,2026-05-03,22,Floor,1
S002,2026-05-03,22,Stock,1
S002,2026-05-03,22,Customer Service,1
S002,2026-05-03,22,Supervisor,1
S002,2026-05-04,8,Cashier,2
S002,2026-05-04,8,Floor,1
S002,2026-05-04,8,Stock,1
S002,2026-05-04,8,Customer Service,1
S002,2026-05-04,8,Supervisor,1
S002,2026-05-04,9,Cashier,2
S002,2026-05-04,9,Floor,1
S002,2026-05-04,9,Stock,1
S002,2026-05-04,9,Customer Service,1
S002,2026-05-04,9,Supervisor,1
S002,2026-05-04,10,Cashier,2
S002,2026-05-04,10,Floor,1
S002,2026-05-04,10,Stock,1
S002,2026-05-04,10,Customer Service,1
S002,2026-05-04,10,Supervisor,1
S002,2026-05-04,11,Cashier,2
S002,2026-05-04,11,Floor,1
S002,2026-05-04,11,Stock,1
S002,2026-05-04,11,Customer Service,1
S002,2026-05-04,11,Supervisor,1
S002,2026-05-04,12,Cashier,2
S002,2026-05-04,12,Floor,2
S002,2026-05-04,12,Stock,1
S002,2026-05-04,12,Customer Service,1
S002,2026-05-04,12,Supervisor,1
S002,2026-05-04,13,Cashier,2
S002,2026-05-04,13,Floor,2
S002,2026-05-04,13,Stock,1
S002,2026-05-04,13,Customer Service,1
S002,2026-05-04,13,Supervisor,1
S002,2026-05-04,14,Cashier,2
S002,2026-05-04,14,Floor,2
S002,2026-05-04,14,Stock,1
S002,2026-05-04,14,Customer Service,1
S002,2026-05-04,14,Supervisor,1
S002,2026-05-04,15,Cashier,2
S002,2026-05-04,15,Floor,2
S002,2026-05-04,15,Stock,1
S002,2026-05-04,15,Customer Service,1
S002,2026-05-04,15,Supervisor,1
S002,2026-05-04,16,Cashier,2
S002,2026-05-04,16,Floor,2
S002,2026-05-04,16,Stock,1
S002,2026-05-04,16,Customer Service,1
S002,2026-05-04,16,Supervisor,1
S002,2026-05-04,17,Cashier,3
S002,2026-05-04,17,Floor,2
S002,2026-05-04,17,Stock,1
S002,2026-05-04,17,Customer Service,2
S002,2026-05-04,17,Supervisor,1
S002,2026-05-04,18,Cashier,3
S002,2026-05-04,18,Floor,2
S002,2026-05-04,18,Stock,1
S002,2026-05-04,18,Customer Service,1
S002,2026-05-04,18,Supervisor,1
S002,2026-05-04,19,Cashier,3
S002,2026-05-04,19,Floor,2
S002,2026-05-04,19,Stock,1
S002,2026-05-04,19,Customer Service,1
S002,2026-05-04,19,Supervisor,1
S002,2026-05-04,20,Cashier,3
S002,2026-05-04,20,Floor,2
S002,2026-05-04,20,Stock,1
S002,2026-05-04,20,Customer Service,1
S002,2026-05-04,20,Supervisor,1
S002,2026-05-04,21,Cashier,2
S002,2026-05-04,21,Floor,1
S002,2026-05-04,21,Stock,1
S002,2026-05-04,21,Customer Service,1
S002,2026-05-04,21,Supervisor,1
S002,2026-05-04,22,Cashier,2
S002,2026-05-04,22,Floor,1
S002,2026-05-04,22,Stock,1
S002,2026-05-04,22,Customer Service,1
S002,2026-05-04,22,Supervisor,1
S002,2026-05-05,8,Cashier,1
S002,2026-05-05,8,Floor,1
S002,2026-05-05,8,Stock,1
S002,2026-05-05,8,Customer Service,1
S002,2026-05-05,8,Supervisor,1
S002,2026-05-05,9,Cashier,2
S002,2026-05-05,9,Floor,1
S002,2026-05-05,9,Stock,1
S002,2026-05-05,9,Customer Service,1
S002,2026-05-05,9,Supervisor,1
S002,2026-05-05,10,Cashier,2
S002,2026-05-05,10,Floor,1
S002,2026-05-05,10,Stock,1
S002,2026-05-05,10,Customer Service,1
S002,2026-05-05,10,Supervisor,1
S002,2026-05-05,11,Cashier,2
S002,2026-05-05,11,Floor,1
S002,2026-05-05,11,Stock,1
S002,2026-05-05,11,Customer Service,1
S002,2026-05-05,11,Supervisor,1
S002,2026-05-05,12,Cashier,2
S002,2026-05-05,12,Floor,1
S002,2026-05-05,12,Stock,1
S002,2026-05-05,12,Customer Service,1
S002,2026-05-05,12,Supervisor,1
S002,2026-05-05,13,Cashier,2
S002,2026-05-05,13,Floor,1
S002,2026-05-05,13,Stock,1
S002,2026-05-05,13,Customer Service,1
S002,2026-05-05,13,Supervisor,1
S002,2026-05-05,14,Cashier,2
S002,2026-05-05,14,Floor,1
S002,2026-05-05,14,Stock,1
S002,2026-05-05,14,Customer Service,1
S002,2026-05-05,14,Supervisor,1
S002,2026-05-05,15,Cashier,2
S002,2026-05-05,15,Floor,2
S002,2026-05-05,15,Stock,1
S002,2026-05-05,15,Customer Service,1
S002,2026-05-05,15,Supervisor,1
S002,2026-05-05,16,Cashier,2
S002,2026-05-05,16,Floor,2
S002,2026-05-05,16,Stock,1
S002,2026-05-05,16,Customer Service,1
S002,2026-05-05,16,Supervisor,1
S002,2026-05-05,17,Cashier,3
S002,2026-05-05,17,Floor,2
S002,2026-05-05,17,Stock,1
S002,2026-05-05,17,Customer Service,1
S002,2026-05-05,17,Supervisor,1
S002,2026-05-05,18,Cashier,3
S002,2026-05-05,18,Floor,2
S002,2026-05-05,18,Stock,1
S002,2026-05-05,18,Customer Service,1
S002,2026-05-05,18,Supervisor,1
S002,2026-05-05,19,Cashier,3
S002,2026-05-05,19,Floor,2
S002,2026-05-05,19,Stock,1
S002,2026-05-05,19,Customer Service,1
S002,2026-05-05,19,Supervisor,1
